letter,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
J,0.494062,0.772825,0.00708,0.45663,0.659289,-0.001658,0.429661,0.603377,-0.008511,0.446973,0.596975,0.013463,0.467984,0.529122,-0.00747,0.474535,0.636701,0.004257,0.476846,0.650108,0.012458,0.452168,0.584617,-0.021784,0.488215,0.540109,0.002309,0.495,0.648209,-0.003938,0.500109,0.611475,-0.011295,0.474853,0.583433,-0.002131,0.513484,0.531873,-0.005065,0.501833,0.643723,-0.015476,0.537985,0.624294,-0.001725,0.511508,0.590736,-0.022758,0.540579,0.542626,-0.000948,0.533571,0.660617,-0.003073,0.514241,0.624533,-0.000794,0.547008,0.606209,-0.021852,0.537847,0.55302,-0.006868
Z,0.512365,0.69327,9e-06,0.43773,0.725404,-0.008807,0.390539,0.718992,-0.013572,0.376733,0.73614,0.00423,0.33747,0.758507,0.015729,0.428199,0.708657,-0.011833,0.407731,0.712456,-0.004165,0.362543,0.701867,0.012693,0.323748,0.688808,0.002477,0.471351,0.717504,0.0141,0.39108,0.709885,-0.005925,0.376219,0.682253,0.009956,0.329094,0.710062,0.007022,0.452352,0.660653,-0.007961,0.40368,0.672808,-0.018408,0.359857,0.648428,-0.001352,0.332461,0.665132,-0.005128,0.445098,0.633013,0.020932,0.426716,0.647965,0.00334,0.368726,0.658723,-0.010875,0.304108,0.67485,-0.015098
S,0.528641,0.680099,0.011155,0.4807,0.638495,0.003021,0.474708,0.605305,0.003722,0.473472,0.594172,-0.003638,0.46853,0.54682,-0.003011,0.519881,0.647481,0.004544,0.521395,0.605891,-0.0132,0.494633,0.5795,-0.010884,0.512739,0.511917,-0.004116,0.52365,0.656446,0.011832,0.537813,0.620571,0.010229,0.505924,0.598955,0.00153,0.517607,0.544473,0.002866,0.517397,0.640595,0.009546,0.523839,0.593449,-0.003348,0.517862,0.578836,-0.005653,0.515531,0.530614,0.007602,0.537331,0.666665,0.010034,0.567674,0.583485,0.008896,0.554041,0.575549,-0.01031,0.564052,0.564662,0.014126
X,0.472578,0.738952,0.020908,0.536855,0.755579,0.003505,0.56013,0.782575,-0.000106,0.579943,0.795811,0.009208,0.587722,0.803464,0.005094,0.526138,0.753018,-0.012316,0.529374,0.776762,0.008599,0.583629,0.816909,-0.023934,0.602344,0.827641,-0.003978,0.523009,0.768414,-0.002844,0.543151,0.784593,-0.010595,0.582582,0.837943,-0.011951,0.617348,0.838653,0.007797,0.501108,0.759189,0.001201,0.51559,0.83665,-0.007855,0.530887,0.854661,0.004323,0.580066,0.847726,8.2e-05,0.465978,0.799824,0.013881,0.498524,0.834121,0.006025,0.508745,0.868899,-0.005323,0.568194,0.879118,0.006917
H,0.515862,0.713196,-0.006171,0.550935,0.731937,-0.023883,0.560437,0.74497,0.018153,0.521932,0.818015,-0.002846,0.536738,0.845943,0.012471,0.523971,0.744795,0.019619,0.56231,0.799856,-0.003771,0.481959,0.838447,0.006475,0.517993,0.86709,-0.006224,0.498842,0.727829,0.007089,0.491582,0.760846,-0.006735,0.508323,0.822854,0.004742,0.509834,0.842089,-0.000759,0.478328,0.741054,0.004469,0.499668,0.797739,-0.013776,0.486411,0.831749,-0.014325,0.502903,0.853502,0.003978,0.475878,0.74382,0.002689,0.455505,0.779301,0.016371,0.462234,0.830796,-0.005478,0.466786,0.881367,-0.002762
Y,0.519883,0.73254,-0.014033,0.484095,0.681091,0.01645,0.551244,0.643557,0.006861,0.57371,0.620438,0.022123,0.593707,0.602996,0.00653,0.486957,0.680053,-0.004574,0.56736,0.669086,0.003472,0.559336,0.602443,-0.013172,0.605858,0.56243,-0.011501,0.545484,0.675738,0.000333,0.578101,0.648733,-0.004776,0.600779,0.647074,0.001092,0.631733,0.592646,0.00151,0.532076,0.707994,-0.006527,0.572697,0.674612,0.002312,0.628797,0.636355,0.001621,0.635655,0.60923,0.000116,0.600784,0.700451,0.000905,0.592349,0.701358,-0.00459,0.628429,0.665254,-0.003702,0.658927,0.637846,0.009778
S,0.470637,0.711115,0.003912,0.445297,0.699725,0.00951,0.445037,0.658003,-0.002884,0.444,0.635855,-0.009637,0.477137,0.606859,0.001417,0.452791,0.689267,0.014086,0.514167,0.665617,0.002135,0.486493,0.612408,-0.013087,0.46647,0.567722,-0.002769,0.49246,0.707314,0.020586,0.487932,0.656118,0.01302,0.487288,0.586758,0.005146,0.494523,0.562357,0.00842,0.526994,0.700929,0.013582,0.537118,0.632075,-0.003106,0.521938,0.618443,-0.012423,0.505178,0.552722,-0.006599,0.555941,0.684115,-0.005542,0.537085,0.670273,0.00405,0.535003,0.630407,-0.002488,0.540822,0.596737,0.001362
I,0.512497,0.668299,-0.008254,0.562187,0.66617,0.015242,0.605512,0.665713,0.030158,0.612153,0.673921,0.001842,0.69439,0.624341,0.010876,0.542029,0.631985,0.007393,0.59617,0.670638,-0.013108,0.621026,0.664414,0.022135,0.664621,0.666909,0.008275,0.583763,0.685788,0.002737,0.585824,0.676182,0.01345,0.643912,0.705456,-0.01189,0.685199,0.709801,0.017099,0.561968,0.690053,-0.014202,0.582938,0.710774,0.010395,0.616953,0.69274,-0.005301,0.687344,0.696697,0.004535,0.569736,0.731867,0.009614,0.5997,0.730563,-0.001214,0.644024,0.735197,0.016061,0.663481,0.74413,-0.003628
X,0.514586,0.698711,-0.016788,0.567608,0.712831,-0.007269,0.605623,0.754357,-0.008772,0.644494,0.768012,0.007269,0.656242,0.786781,0.010882,0.552318,0.703074,9.7e-05,0.564896,0.734965,-0.001947,0.61396,0.780483,0.000667,0.626787,0.801518,1e-05,0.539201,0.723889,-0.002526,0.569556,0.770939,0.007189,0.589027,0.796371,-0.005518,0.640082,0.786274,-0.017365,0.549368,0.745098,0.000379,0.539927,0.8021,-0.002986,0.62511,0.819081,0.008583,0.619815,0.851076,0.00206,0.515765,0.776872,0.003324,0.547232,0.823302,-0.006363,0.599476,0.821378,-0.000816,0.58836,0.862972,-0.003076
T,0.488671,0.682736,0.005505,0.499613,0.601654,-0.0088,0.567225,0.615378,-0.001176,0.555429,0.559595,0.006489,0.598494,0.529177,-0.01083,0.521217,0.651137,0.010965,0.562326,0.587776,-0.001757,0.613798,0.578103,0.00494,0.585821,0.527798,0.013629,0.557542,0.633286,0.006978,0.605213,0.610991,-0.015108,0.60947,0.580765,0.012272,0.626407,0.538744,-0.006268,0.526901,0.6654,-0.014835,0.578693,0.621775,-0.001723,0.635613,0.577584,-0.014962,0.639188,0.57328,-0.002943,0.56956,0.682674,0.006806,0.611332,0.659698,0.001183,0.627617,0.635457,0.002932,0.672965,0.587013,-0.004629
S,0.502718,0.6838,0.014123,0.444331,0.643121,-0.009916,0.451187,0.579571,0.002748,0.42824,0.573839,0.002356,0.439284,0.503719,-0.013933,0.483753,0.630472,-0.005636,0.470652,0.58202,0.008807,0.431471,0.540509,-0.021434,0.485367,0.517903,0.011637,0.497687,0.622776,0.001457,0.491342,0.576158,-0.002766,0.52274,0.565818,-0.002653,0.523222,0.511665,-0.007328,0.50436,0.629523,-0.011294,0.511026,0.573937,-0.00725,0.502009,0.558108,0.004457,0.487133,0.52625,-0.010855,0.550015,0.633735,-0.008839,0.536357,0.629864,0.011694,0.535661,0.570257,0.013017,0.533048,0.48372,-0.010313
Q,0.489397,0.705071,0.003383,0.55393,0.683976,-0.007528,0.591585,0.691554,0.012441,0.634602,0.685617,0.007524,0.655694,0.698702,-0.007507,0.543571,0.700223,-0.008395,0.569956,0.710033,0.002222,0.636855,0.691672,-0.011207,0.640285,0.711199,0.008731,0.54392,0.759221,0.001159,0.582606,0.693483,-0.021766,0.625744,0.761687,0.000779,0.654967,0.714104,0.005588,0.538377,0.720258,-0.018326,0.561776,0.747338,-0.002338,0.624049,0.735631,0.014644,0.64907,0.758965,-0.002346,0.555785,0.784295,-0.004746,0.589196,0.754789,0.00371,0.592004,0.774783,0.018052,0.683653,0.792692,0.014432
Y,0.418275,0.724732,0.005607,0.429283,0.683344,-0.01334,0.456732,0.603501,-0.001521,0.48051,0.638517,0.011029,0.531631,0.590955,-0.005346,0.476931,0.705728,-0.000637,0.49636,0.664506,0.013262,0.534964,0.648647,-0.014386,0.557932,0.62401,-0.000354,0.466834,0.729848,0.011205,0.516768,0.680149,0.007016,0.530655,0.654373,-0.004851,0.527847,0.639155,-0.012216,0.496219,0.700804,0.007008,0.528596,0.683872,0.023665,0.543733,0.678445,0.006367,0.591669,0.632906,0.001175,0.499524,0.716213,-0.017688,0.516344,0.695263,0.003886,0.567472,0.691103,-0.000604,0.606619,0.668395,-0.022377
D,0.525679,0.697324,-0.009048,0.49757,0.721006,-0.010932,0.411165,0.73181,-0.002002,0.387143,0.689787,-0.009091,0.323101,0.736939,-0.006358,0.456813,0.705762,0.011969,0.438331,0.718399,-0.007636,0.380238,0.705434,-0.009981,0.3439,0.70587,0.007205,0.436632,0.680073,0.000827,0.451826,0.694444,-0.0053,0.374319,0.695105,0.00476,0.331878,0.686495,0.015238,0.474438,0.653683,-0.014584,0.434847,0.668255,0.010135,0.404629,0.654266,0.00021,0.332038,0.638738,-0.002713,0.477532,0.646634,-7.7e-05,0.402459,0.647092,6.3e-05,0.385327,0.638876,-0.003083,0.353564,0.650729,-0.018654
Y,0.491271,0.661146,0.027612,0.503695,0.6009,0.015622,0.556933,0.584279,0.011916,0.57602,0.554472,0.011805,0.578793,0.506523,0.008428,0.540858,0.626254,0.006803,0.565455,0.581503,-0.005844,0.604048,0.552675,-0.005322,0.595891,0.550483,0.007031,0.522258,0.635892,-0.000817,0.55726,0.610875,0.000174,0.596101,0.560884,-0.012435,0.591922,0.574996,0.010938,0.540939,0.670678,0.01609,0.587074,0.609288,0.00269,0.620428,0.594773,-0.011842,0.634853,0.571668,0.00739,0.588162,0.659598,0.00787,0.581029,0.644612,-0.010981,0.633113,0.598783,0.021733,0.657979,0.545685,-0.00677
X,0.491186,0.720287,0.000219,0.594534,0.727858,4.1e-05,0.605083,0.74063,-0.010761,0.642042,0.775653,0.001176,0.671823,0.800423,-0.001003,0.548084,0.740467,-0.004717,0.598944,0.760575,0.017835,0.613441,0.77295,-0.006219,0.639989,0.819051,-0.001719,0.582483,0.715252,0.013588,0.579077,0.764188,0.004696,0.589377,0.793726,-0.007693,0.639412,0.835093,-0.002796,0.516672,0.749928,0.003412,0.5739,0.820439,0.01437,0.578341,0.845332,0.014893,0.621434,0.831833,0.004676,0.535557,0.769117,-0.009478,0.547872,0.818545,0.007139,0.565165,0.84018,-0.0074,0.605404,0.871657,-0.012353
T,0.559277,0.702537,-0.006213,0.540724,0.64494,-0.009451,0.577753,0.608314,0.00368,0.601012,0.610327,0.002988,0.606369,0.546767,-0.022372,0.577713,0.670736,-0.004593,0.590717,0.593428,-0.001084,0.635176,0.624455,0.002221,0.668581,0.591422,-0.005715,0.564515,0.680915,-0.001908,0.596484,0.653489,-0.014883,0.622522,0.624796,0.006088,0.674944,0.58541,-0.013991,0.636239,0.701653,0.009463,0.602296,0.679735,0.020748,0.675708,0.64578,-0.010382,0.664091,0.563967,-0.000232,0.595927,0.707119,-0.02179,0.639819,0.705087,-0.018179,0.674062,0.646943,-0.004883,0.697088,0.651333,-0.00341
X,0.486502,0.746252,0.003181,0.575931,0.75566,0.001116,0.557639,0.757123,-0.008934,0.616598,0.778154,0.010379,0.642617,0.808724,0.003839,0.564014,0.707706,-0.004925,0.579211,0.77801,0.021352,0.610031,0.813391,-0.003749,0.610343,0.84252,0.004731,0.548086,0.749719,-0.000745,0.597974,0.791852,-0.006124,0.5844,0.802771,0.009053,0.628511,0.817892,-0.005173,0.509982,0.784976,-0.003847,0.548572,0.778654,-0.010244,0.566187,0.853836,-0.003825,0.605602,0.854533,-0.00256,0.505276,0.791078,0.007065,0.535015,0.821987,0.004951,0.551388,0.859415,-0.009069,0.593356,0.88784,-0.012876
A,0.550803,0.693048,-0.015824,0.474741,0.711675,-0.005033,0.442817,0.730166,0.012777,0.415406,0.769543,-0.002434,0.380908,0.735963,0.015066,0.483388,0.722426,0.016291,0.438257,0.708624,0.005043,0.402547,0.696618,0.018327,0.365624,0.735758,-0.005084,0.485962,0.701704,-0.00206,0.435586,0.678948,0.002727,0.399077,0.691068,-0.022573,0.360697,0.687042,-0.005126,0.474165,0.656494,0.000705,0.471375,0.648771,-0.002763,0.423725,0.674764,-0.000938,0.362308,0.669946,-0.001011,0.456272,0.63901,-0.019496,0.468435,0.662087,-0.007882,0.421142,0.686477,-0.006231,0.388558,0.655184,-0.002367
B,0.496066,0.666826,0.012445,0.426641,0.707919,-0.004281,0.414234,0.724908,0.000228,0.36411,0.737858,-0.017627,0.33095,0.729836,0.012143,0.451767,0.682028,-0.00539,0.409662,0.684797,-0.001983,0.337151,0.67575,0.003467,0.31334,0.682255,-0.001878,0.444251,0.669718,0.001726,0.401057,0.669864,-0.000114,0.346421,0.666113,-0.018371,0.302233,0.655831,-0.003989,0.456685,0.653501,0.001505,0.385593,0.657943,0.016958,0.358421,0.641265,-0.011659,0.323673,0.639517,0.007134,0.424545,0.608795,0.0048,0.380324,0.642728,0.010374,0.350837,0.636761,0.013922,0.312757,0.657613,-0.003286
N,0.479641,0.740778,0.011059,0.523838,0.724537,-0.002492,0.570398,0.768112,0.013126,0.591887,0.795254,0.005822,0.648936,0.820814,-0.004777,0.527914,0.759516,-0.00294,0.57586,0.760288,-0.011187,0.603023,0.782473,0.003189,0.637345,0.835244,-0.010096,0.52823,0.771542,-0.004815,0.537477,0.751728,0.00422,0.578182,0.819959,-0.005958,0.610914,0.845704,-0.006684,0.521431,0.771912,-0.00095,0.494184,0.810615,0.014001,0.562624,0.834278,0.006677,0.581757,0.879074,0.005673,0.484362,0.812231,-0.013009,0.519322,0.799132,-0.007844,0.559045,0.838141,-0.004098,0.567154,0.870495,-4.6e-05
D,0.516006,0.713126,0.015389,0.459297,0.775038,-0.011798,0.432617,0.721307,-0.014188,0.387481,0.753543,-0.005789,0.349588,0.731849,0.011111,0.438991,0.725848,0.002861,0.424349,0.722764,-0.001204,0.342575,0.700732,0.009974,0.35162,0.743112,0.00062,0.486503,0.700656,0.010308,0.414172,0.694481,0.009049,0.359503,0.725619,0.018425,0.341101,0.723423,-0.005359,0.457478,0.686306,-0.005534,0.431756,0.696142,0.006505,0.373503,0.659894,0.004168,0.335889,0.658491,-0.012046,0.456917,0.685599,0.00381,0.408001,0.646552,-0.009929,0.365899,0.665147,0.011125,0.381797,0.689224,-0.004824
J,0.456632,0.693373,0.009745,0.41085,0.619265,0.004817,0.400351,0.592123,-0.001495,0.415307,0.548747,0.004348,0.402542,0.531793,-0.005465,0.417451,0.633412,-0.010465,0.437526,0.589648,-0.005614,0.480151,0.559438,-0.011719,0.414673,0.510698,0.009055,0.454894,0.632512,0.004324,0.44477,0.599968,-0.002082,0.455412,0.562351,0.006196,0.48472,0.533847,0.004166,0.448672,0.629668,-0.009789,0.464433,0.604922,0.011299,0.48009,0.551913,-0.006012,0.491223,0.538306,0.003173,0.508512,0.621996,-0.008216,0.509691,0.58686,0.01082,0.476924,0.560372,-0.004824,0.483584,0.49926,0.013377
U,0.551818,0.703974,0.009767,0.560107,0.662048,-0.005679,0.599162,0.675018,0.000187,0.635479,0.670101,-0.003131,0.678475,0.697438,0.01958,0.556375,0.713149,-0.00393,0.602618,0.656158,0.004499,0.650032,0.656701,-0.009278,0.661994,0.695712,0.006486,0.561587,0.710658,0.006429,0.602337,0.691282,0.015309,0.655504,0.710384,0.004481,0.679497,0.699927,-0.005505,0.565926,0.726303,-0.001002,0.634188,0.731351,0.007783,0.643187,0.742987,0.005169,0.689432,0.734588,0.003044,0.552326,0.735584,-0.025162,0.604206,0.748917,0.004395,0.684537,0.769991,0.019779,0.681582,0.751512,0.012696
G,0.502543,0.732411,0.00476,0.573018,0.731986,0.001401,0.626411,0.7431,0.01599,0.655651,0.777542,-0.012231,0.655975,0.799724,0.021848,0.560079,0.736778,0.0063,0.579691,0.752187,0.009791,0.639367,0.800917,0.01428,0.638517,0.812748,-0.002926,0.518086,0.750676,-0.008972,0.568041,0.737695,-0.012674,0.629258,0.79871,-0.00583,0.633019,0.841685,-0.010947,0.51331,0.740127,0.005462,0.568128,0.807129,-0.000416,0.58921,0.807333,0.008565,0.606939,0.81692,0.00856,0.496191,0.777681,0.007085,0.531292,0.812236,0.011087,0.572613,0.836587,0.001725,0.608384,0.8602,0.005236
M,0.520116,0.657794,0.003785,0.560966,0.654611,-0.005731,0.610245,0.648536,-0.008839,0.636211,0.633623,-0.001268,0.684652,0.655876,0.005692,0.568668,0.659958,0.006693,0.582238,0.675359,-0.000204,0.652878,0.676549,-0.001975,0.69114,0.673936,-0.011311,0.54813,0.676934,-0.008938,0.61593,0.676748,-0.012426,0.671202,0.718565,-0.006146,0.648421,0.699368,-0.003718,0.547921,0.719458,-0.013271,0.575323,0.695907,-0.000367,0.620281,0.706618,0.011168,0.668279,0.704907,0.0093,0.551292,0.73401,0.001455,0.581451,0.713556,0.014258,0.654243,0.72591,-0.00523,0.698789,0.699785,-0.003921
S,0.440948,0.703579,-4.1e-05,0.430982,0.685602,0.00533,0.423116,0.627268,-0.02045,0.427383,0.570806,-0.008072,0.451328,0.523023,0.002711,0.427851,0.681324,-0.003319,0.451614,0.634405,-0.017743,0.473755,0.583834,-0.007771,0.460808,0.558446,-0.005098,0.468743,0.657731,0.014536,0.460914,0.587639,0.01085,0.45186,0.590261,-0.013783,0.491455,0.539607,-0.005383,0.491063,0.648898,-0.000631,0.49719,0.618971,-0.003521,0.488928,0.578132,0.000125,0.478468,0.523847,-0.005079,0.499842,0.659401,-0.014905,0.497248,0.621835,0.00032,0.530204,0.589395,0.012064,0.536871,0.525546,0.000729
L,0.529957,0.703847,-0.008072,0.505961,0.66983,0.019554,0.565294,0.628306,-0.014035,0.59038,0.583955,0.006916,0.613399,0.558482,-0.002792,0.559046,0.645819,-0.009172,0.569566,0.634367,0.00901,0.585385,0.593053,0.012029,0.64228,0.602276,-0.017148,0.579246,0.652689,-0.000937,0.561715,0.619541,-0.018016,0.633991,0.610306,0.01156,0.61074,0.566966,0.004988,0.57753,0.685698,-0.002957,0.5982,0.641749,-0.009789,0.645999,0.611952,0.010048,0.672755,0.590192,-0.005715,0.573255,0.669714,0.005902,0.60949,0.673381,0.008559,0.654821,0.626615,-0.015963,0.671192,0.621433,0.007972
U,0.502594,0.699152,0.005097,0.537732,0.6694,0.005937,0.587071,0.680492,-0.008691,0.641306,0.657412,0.019387,0.674371,0.667596,-0.007341,0.545986,0.6774,0.006225,0.591164,0.694559,0.002484,0.631783,0.685293,-0.000203,0.69251,0.695974,-0.001125,0.54607,0.718872,0.012045,0.599055,0.709623,-0.01815,0.675157,0.705589,-0.00426,0.711543,0.693345,-0.00017,0.564411,0.739246,-0.006968,0.598394,0.746636,-0.016633,0.673473,0.74345,-0.004579,0.66977,0.704511,-0.005298,0.520401,0.762143,-0.006988,0.60519,0.736158,0.002321,0.651402,0.763522,-0.00404,0.685166,0.739838,-0.004346
B,0.531858,0.676815,0.018629,0.478332,0.711535,0.005269,0.425597,0.71798,0.007499,0.381564,0.721721,-0.006315,0.33078,0.722448,0.001787,0.478084,0.680981,0.001125,0.445854,0.691129,-0.010435,0.368047,0.713171,-0.012662,0.342238,0.691261,-0.005755,0.457351,0.675681,-0.003676,0.421136,0.685334,-0.004535,0.389005,0.674105,-0.004541,0.342574,0.655556,-0.00821,0.451926,0.645957,-0.002316,0.410947,0.647631,0.01016,0.413183,0.676208,0.002981,0.358805,0.666012,-0.002607,0.463618,0.636261,-0.022048,0.409325,0.628864,0.004836,0.37473,0.614303,-0.000286,0.346246,0.652839,0.003643
C,0.524895,0.739931,-0.010211,0.450268,0.774503,0.002693,0.413698,0.782308,0.006584,0.389875,0.782342,-0.006948,0.326808,0.769813,0.004129,0.444214,0.749842,-0.003318,0.403573,0.756195,0.009099,0.398176,0.765342,-0.003923,0.350657,0.728545,0.004156,0.443204,0.72174,0.01981,0.405285,0.733692,0.005906,0.37121,0.709587,0.003281,0.326455,0.728415,-0.000232,0.458433,0.716164,-0.015185,0.414888,0.736464,-0.019077,0.357697,0.699654,-0.01986,0.30414,0.695611,0.011489,0.446081,0.67601,-0.001679,0.418925,0.697282,0.000424,0.411215,0.69397,0.004335,0.323631,0.677079,-0.011645
R,0.523598,0.70607,0.008235,0.565921,0.739564,-0.00417,0.575719,0.767173,4.2e-05,0.621775,0.779774,-0.001702,0.645475,0.791366,0.005241,0.546215,0.759841,0.014452,0.580216,0.783848,-0.003591,0.589623,0.797655,0.006501,0.637604,0.825554,-0.000142,0.540273,0.773884,0.004806,0.561963,0.765028,-0.000555,0.59437,0.838579,0.026514,0.638964,0.797084,-0.002583,0.522227,0.749993,0.016126,0.555787,0.790216,0.010233,0.601933,0.818603,-0.001554,0.628429,0.877761,0.005238,0.500537,0.798087,-0.00592,0.54273,0.835744,0.001941,0.572751,0.857875,0.022019,0.579135,0.882034,-0.008383
J,0.492259,0.645206,-0.008104,0.469792,0.602975,-0.009207,0.476361,0.581892,0.00321,0.462787,0.547403,0.005694,0.484108,0.477688,0.009353,0.486955,0.617319,-0.012651,0.481233,0.577282,0.024413,0.473659,0.522849,0.004782,0.47262,0.481987,0.015106,0.50184,0.609463,0.004143,0.518043,0.578349,0.011183,0.519293,0.553012,-0.001134,0.491418,0.520932,-0.000542,0.502946,0.634879,0.008149,0.519874,0.572137,0.010195,0.518835,0.563119,0.01011,0.535107,0.527285,-0.003549,0.527008,0.622555,-0.002162,0.512245,0.57186,-0.001587,0.541049,0.546203,0.017949,0.532223,0.49882,-0.006459
V,0.50897,0.726955,0.002413,0.481179,0.695058,0.004235,0.473179,0.622311,0.005615,0.499112,0.608409,0.010635,0.479942,0.590181,-0.012979,0.495536,0.683258,0.007668,0.471984,0.648635,-0.013774,0.491104,0.59664,0.015765,0.500471,0.558863,-0.01718,0.525654,0.668873,0.000998,0.544089,0.639328,-0.010492,0.522295,0.614505,0.003009,0.54076,0.577153,-0.014223,0.544418,0.671735,0.022759,0.561154,0.671047,0.021174,0.54239,0.588725,0.006649,0.502123,0.592402,0.031622,0.57296,0.668817,0.005146,0.55813,0.626039,-0.005225,0.548202,0.573122,0.006223,0.561191,0.566122,0.000724
P,0.471295,0.700484,-0.005333,0.498113,0.620391,0.010376,0.511124,0.594156,0.003833,0.557024,0.574244,-0.005214,0.576513,0.534603,0.01425,0.497698,0.644821,0.009788,0.542506,0.621411,0.001609,0.576995,0.603199,0.001977,0.587084,0.548358,0.00196,0.521606,0.673824,-0.007576,0.537067,0.647047,-0.011911,0.591726,0.601915,-0.001501,0.617785,0.571303,0.02507,0.524059,0.700524,0.007387,0.572356,0.652695,-0.008681,0.634142,0.617422,-0.004615,0.658815,0.589909,-0.001601,0.570152,0.699721,-0.002034,0.586559,0.661419,0.014966,0.616854,0.605998,0.008492,0.646847,0.594881,-0.003569
Y,0.525972,0.710903,0.004664,0.528538,0.63631,0.00069,0.572667,0.643445,0.013309,0.605907,0.593316,0.012191,0.641717,0.558908,0.002155,0.529304,0.68147,-0.002305,0.551948,0.630695,-0.014858,0.623211,0.595911,-0.005469,0.626357,0.584285,-0.001418,0.555502,0.65755,-0.003538,0.581758,0.644766,-0.003486,0.628893,0.600189,-0.014342,0.629395,0.572512,-0.006319,0.569993,0.669228,-0.008157,0.60506,0.656737,-0.000171,0.64636,0.626173,-0.006043,0.674396,0.60057,0.008366,0.608627,0.67608,-0.003188,0.620638,0.660329,0.005069,0.635995,0.647691,-0.003475,0.675271,0.625993,-0.010595
F,0.452805,0.692406,0.01693,0.495034,0.69064,-0.018305,0.555688,0.668138,0.009126,0.578739,0.679122,0.011223,0.653006,0.638197,0.005444,0.52737,0.679516,0.017765,0.559805,0.678282,-0.000135,0.603283,0.690018,0.007079,0.636263,0.662161,0.01039,0.513178,0.703681,0.00086,0.556698,0.712919,0.000986,0.609904,0.729305,0.00689,0.644675,0.720409,-0.003172,0.510178,0.737333,-0.002721,0.547706,0.717634,0.004433,0.581668,0.734136,-0.013686,0.642503,0.742284,0.003024,0.532612,0.748033,0.015237,0.56422,0.754935,-0.007535,0.593096,0.74379,-0.005237,0.620366,0.721726,0.021462
S,0.491917,0.661812,5.1e-05,0.493776,0.652526,-0.000242,0.475198,0.596704,-0.000505,0.451647,0.565872,0.017296,0.463135,0.516614,-0.01874,0.47725,0.641843,-0.005107,0.468249,0.579413,-0.01443,0.459586,0.583544,0.01353,0.502691,0.525638,-0.017058,0.501055,0.654065,-0.012202,0.509125,0.610911,-0.008215,0.539599,0.575589,-0.018414,0.53197,0.499717,-0.01277,0.531566,0.623516,-0.003504,0.503652,0.569293,0.002022,0.524899,0.587109,-0.023463,0.501255,0.49108,-0.01147,0.53438,0.651774,-0.019856,0.545931,0.60317,-0.00243,0.549638,0.588947,0.015355,0.551782,0.524714,-0.01601
P,0.487428,0.724514,-0.009435,0.51027,0.639131,-0.007407,0.539712,0.638564,0.0076,0.562112,0.588996,-0.006802,0.574322,0.578491,-0.008782,0.52559,0.632969,0.008485,0.552848,0.641738,-0.007138,0.571505,0.600567,-0.019824,0.587673,0.583648,-0.00822,0.507462,0.697499,0.021834,0.551281,0.656753,-0.008653,0.585919,0.629679,0.004998,0.615485,0.589544,-0.001539,0.570209,0.685813,0.005298,0.594694,0.672557,0.008375,0.594962,0.62958,0.001386,0.630779,0.614503,0.004895,0.563468,0.711233,-0.008275,0.617337,0.693345,-0.00981,0.607823,0.649119,-0.0163,0.649705,0.643155,-0.010601
